project_key,project_name,project_type,summary,description,issue_type,reporter,priority,duedate
CTXXT,fkCK kBrPrJhQC3,business,j7AsJVErPSi7vaCn1W9K,wDe kHvs1hXn2PZKH7bQs024lMjnGOvv8t8LOsgwZeLyMqBnrR,Task,User54,Medium,2023-10-8
CTXXT,fkCK kBrPrJhQC3,business,7lDofq0Cn2Z1NMaldm4N,gVA9DCapWFEBJMBS45OU JxiHX6twj1zDwYULhwZ4raisVBxAb,Story,User13,Medium,2023-7-14
CTXXT,fkCK kBrPrJhQC3,business,1bSQEADko92oDXtYosS9,NxfVLSn28v4caHvRSjbtqHeOCT xlJvXXOoeAVYkUd O7b8VKo,Story,User14,Low,2023-9-14
CTXXT,fkCK kBrPrJhQC3,business,9TOFHm3KLg7n5cyHKYr5,oXnA93SNAyNPUn95AuZ7HAvzQ2Ps8MHjqwZafPG3g8Q02UOXkL,Epic,User22,Low,2023-5-18
CTXXT,fkCK kBrPrJhQC3,business,5v80ixE3NXh9iGb4umIc,CV2Kx0NFk5soPs7QFr57ifQbVzcnnIjUNquAqCReEMtFkJ2g4q,Bug,User22,Medium,2023-12-20
CTXXT,fkCK kBrPrJhQC3,business,WANSWZslVraxTVTBppAk,7hDWPWqYwk7g1q0jA58JxwKDAi3Fk8ahXxuJNYvDscIAMQTD5 ,Bug,User97,Medium,2023-11-28
CTXXT,fkCK kBrPrJhQC3,business,vs jDIGcms9KzPcWJlhz,k5ODPJPMrmlCi90cRTOPsf1Bw5tdGNET6J7xVIi8Fl3N7D1O4k,Epic,User72,Medium,2023-11-11
CTXXT,fkCK kBrPrJhQC3,business,AswvVwmyVvvAt8fWIYSw,J862ZDWPZlFUhCLw5TTQE82Wvh1JGfoViMPJnDUFPpPWcaFFwe,Bug,User92,Low,2023-8-26
CTXXT,fkCK kBrPrJhQC3,business,2fXsHf1KOrx 1fJVnvRG,17LCAPgWiB7uFskleSCR8uifBXELVNjhfWvyg8W5cVfZ5wxRdu,Bug,User20,Medium,2023-9-11
CTXXT,fkCK kBrPrJhQC3,business,aA7aGAxe3sEgIqvDlO5 ,a1gRoG20 wdLRDo4NtqxlQg3TsviGtNE1 3SGxIfcby1thB6CJ,Bug,User10,High,2023-4-16
CTXXT,fkCK kBrPrJhQC3,business,yR6kGDhwUE99eV0LO5ow,5FURqD zq9lJVXLvvxYsnD6r6VFi6o31CBdPMK1Lx5rtTKpMWH,Epic,User56,High,2023-6-16
CTXXT,fkCK kBrPrJhQC3,business,DHHVveeRcF8QrpeblIY3,z23sN41Z3r3V8kRxUB2Xw6UfFaZ9gSS16cYTzlqXnK0NdugyAs,Story,User6,Medium,2023-12-9
CTXXT,fkCK kBrPrJhQC3,business,5OCMcmjZ8BJ9fqOXA2Lq,nZVJQnRTUGmFTV75QzHquW8SWGIh4oRauVbzj9yn5E8lgEkk5L,Bug,User100,High,2023-10-17
CTXXT,fkCK kBrPrJhQC3,business,0mJGYV0sKY7yrCXwiFEA,9XWM RA5JAeaMsp9NSJc15LI0XMnOgfkv1Y0XYJwBpcHoYZLS5,Story,User50,Low,2023-4-5
CTXXT,fkCK kBrPrJhQC3,business,OsdAnBolmyN9ILPwJzdx,7HvMNIrLhWQndqGOHcIeVabDA24dG6ew kSuucssvP13NhGHUd,Story,User28,High,2023-3-22
CTXXT,fkCK kBrPrJhQC3,business,bJKyeT6dVB51LMl1zvRH,xcuWXModJRf3z V8DnS5r5QWCrQJ1buBSXnMVtCs134QM6VJLc,Task,User52,Low,2023-5-26
CTXXT,fkCK kBrPrJhQC3,business,s78WBGwb6JDyQwzFYL5X,blTWubo5UhyxOjRUOzphE5KL2ZJ6ymmUQCoxerDGTvY3G7Wea ,Story,User100,Low,2023-2-26
CTXXT,fkCK kBrPrJhQC3,business,QD5bfCrY5juMFFYMC5Dq, J 4vkRa8s8o4fuIdN79ycy0sUV3sB2RQsQukY65 rEbeQIFU8,Bug,User17,Low,2023-2-15
CTXXT,fkCK kBrPrJhQC3,business,Ak n1CeAD3g5mfkaNV32,tEge43LeuA1sR0wkKDcvPvCPwg2J2kG59t4X35HBrH h4WiDIy,Task,User14,Low,2023-6-20
CTXXT,fkCK kBrPrJhQC3,business,tpcAL2gzJUhwNkjeokNk,8mnnorGPR7H5oAOOAwi62obbwtNnUXMD2poSWWQsAOvtbWpjNs,Task,User2,High,2023-4-8
CTXXT,fkCK kBrPrJhQC3,business,UNrauDLO2sOEJ aOzux2,GIns0dnwZ qVqYWk6VqAgngrQOIzktQ4xgQY4Q9Z1NTIj0Nc2D,Story,User99,Medium,2023-3-25
PROMJ,T70Gqsp854dUpFL,software,vtQqlqED3YGI0v5Q1Y65,CnUMWmh2nDdSUzliQo mrxPGKXP3gtuBjHSq7YH5eUWifn3Qk8,Task,User25,Low,2023-5-1
PROMJ,T70Gqsp854dUpFL,software,EJAVaylKaGEeHVZsCDT5,km2rHodPdzN8aqupabfBP6W0JpQfVfDUT4rDYuck0OtXWCLSHQ,Epic,User98,Low,2023-1-1
PROMJ,T70Gqsp854dUpFL,software,WzcEQMnXLnuSWjy20lID,mYP0e0Kvqs1PRkG8bu7Ub4yIOaFefmml9COumRn65Y6hDT1RMS,Story,User54,High,2023-6-17
PROMJ,T70Gqsp854dUpFL,software,4zYB2UjbxxmrYAePgcBH,bZtSER5mvqSjBU95owIUnw13RiyTi48PkOvmo5BIBEFCryfF a,Bug,User31,High,2023-1-19
PROMJ,T70Gqsp854dUpFL,software,p1CaY7wikK9GP7d4rM9M,5tyAVbKVXVwckxO0EVK6jSK1KDIk80i0LvjZrFtur3oSZf06Ef,Epic,User69,Low,2023-3-24
PROMJ,T70Gqsp854dUpFL,software,j2vUgmmSBtbPVPGEpxyb,T5amN8HKmHaVGHp08HfKlpHG4IrB9AHe0ZObalWxOu9e3tGBWF,Epic,User41,Low,2023-1-5
PROMJ,T70Gqsp854dUpFL,software,mTr9SuVAbcZMr0MUClJt,Mlwr7ll25Tdi9dOkbVbuzmHptUAEcEu6m4RELM6Grfgo15uzGF,Story,User57,Low,2023-1-8
PROMJ,T70Gqsp854dUpFL,software,LTSBFVtLa4luEaknfQFH,tSNEn ovx4TjtG7JOYBUDixnxtjmFyNPVtWBKQwQqXWRgzFmtL,Task,User84,Low,2023-7-1
PROMJ,T70Gqsp854dUpFL,software,kKFvk8cC3L0nTcqEhaL7,UAZ01C2gnpZ5mDuuu wwzTgzX4NgW WeusdtZTL0kSXal7Ry1Z,Bug,User28,High,2023-4-27
PROMJ,T70Gqsp854dUpFL,software,sXJGTQDrpQpf9c2iB0Nm,Q0y1CIg5OrAtIrMfAkLnn9zfmorl3MIxUMYVqOSj23o2Kq1lny,Epic,User98,Low,2023-3-16
PROMJ,T70Gqsp854dUpFL,software,f954vWLCnyo7JWH0iWz3,NtFVlle9VdpYli uIXIgcf0ADBJJ2LlxDuocTfdF7FhDO2uKo5,Story,User27,Low,2023-7-6
PROMJ,T70Gqsp854dUpFL,software,r 5hZLDsd85Xu6K5IXYN,HK3tgZK0nsL8UDsEJ2pZKFGCfslJpYxl10friYOG0OPzHKad c,Bug,User4,Low,2023-7-18
PROMJ,T70Gqsp854dUpFL,software,QvcTYVmadKNtXbWog Ys,6hjajlIfGvKoJJL1u1Hs35lAWoDMHgpCVw87 q7U197iqMh07p,Task,User77,Medium,2023-6-11
PROMJ,T70Gqsp854dUpFL,software,T3Uw6pkyqEMusE8rGz3r,aia1vzwEJmxgSlz3SHV21e0i N3Lkg9z p Bp0 88eeH2XB86Q,Task,User53,Low,2023-12-23
PROMJ,T70Gqsp854dUpFL,software,NKp8T5oR4tBnGUFR4yfa,V2Vsi7eQdro2lWlRanMy3nb89cmqWpZIfQwF92G0cenyoKAz n,Task,User89,High,2023-5-19
PROMJ,T70Gqsp854dUpFL,software,OaHpolvMN8HvFyswipM6,D1OAutmA3ISLZhE37S5qA3KYRLddPSs2UJKP 8eJo5vnIlIcVR,Story,User30,High,2023-4-13
PROMJ,T70Gqsp854dUpFL,software,OtocqknRsZVzM4WKaeqr,jeipQq I00RepC8nSrpr7lbZLrD7UVRboFJRPtc4j1p3rhPVaX,Task,User23,Medium,2023-1-25
PROMJ,T70Gqsp854dUpFL,software,E8tTvk1F85ng7flz4coX,sdaRYNR8pwk5tcqYvIZo5auArWCEgM35yM97gYHcwFNR0MBJ2r,Bug,User39,Low,2023-3-21
PROMJ,T70Gqsp854dUpFL,software,AJp0JwhGhXGnQT N5fTX,OxCKYOmQmK7ysmef6CeqrEa1feAwW2ChzvmSpPPkB JX LDb89,Epic,User18,Medium,2023-8-1
PROMJ,T70Gqsp854dUpFL,software,xV3B47nUZrgR41Z6X3Jk,z 1y9E829KMY9f7ZlVOVVWXEUORcpfT5Nwd5PaPjLR7ucg4NpY,Epic,User8,High,2023-9-18
PROMJ,T70Gqsp854dUpFL,software,jmBuDHAxF DnyQg3B Py,4HAixLxsfiyLA4V4KTVRXWHDVQpcaB 5PWKFFCFUJalAFvG5xD,Epic,User76,Medium,2023-5-3
PROMJ,T70Gqsp854dUpFL,software,SbtCAj9E YjMm62LfPRf,xjLdkICEH695ePUd96Ea8BaS9Dl919tekP44mAzHuXXEl7jNcI,Bug,User6,Medium,2023-8-17
PROMJ,T70Gqsp854dUpFL,software,a6b4laVt5gQxuA9CNsMn,hZn431xookFinf5KoBt4kw0w4wyaQtwGLE1sXx5VMeqHJzizEh,Bug,User36,Medium,2023-2-4
PROMJ,T70Gqsp854dUpFL,software,1ar6r8YXoDXEAPnQ eK8,Bl7oKjkuFt7r85cxrD0wiayEk9w9yZMnHxfAyqmSlyb0L97zOj,Task,User16,Medium,2023-12-9
PROMJ,T70Gqsp854dUpFL,software,ZGsWkno7R HKicqWbc8n,6efTorJOeO0cgPrl3iPC7tf1hV8ASkbJN9ucnmEALBCsyiUpkW,Epic,User73,High,2023-9-16
PROMJ,T70Gqsp854dUpFL,software,gBZvsIn0FXW JmQ81lJe,o5DX5NThiJJOSJnSEROnMgITmM7trvYOCd 5Y9MmErRlvY6FYf,Epic,User9,High,2023-4-17
PROMJ,T70Gqsp854dUpFL,software,WKuWF3IejlZEyd9jeniV,UpnbMjPBvNw9WqHoEBim5cLcSHWBMX4YEzAOdbbAXj8rq49nSG,Epic,User20,Medium,2023-9-4
PROMJ,T70Gqsp854dUpFL,software,yAmMY6mbOMJFbTBY93rm,anNy6eeDeZ4X6xVo4LmaPMuS3tvbZm6yyO4aWWFAOtU7EZfHxA,Bug,User49,Medium,2023-1-9
PROMJ,T70Gqsp854dUpFL,software,l0JGsBPvs9uVbzgwM5GF,P l4PSZmPU45JMGa4B4DIQcP7MMfGptcvcnIyDb20mS740giRP,Task,User28,Medium,2023-5-24
PROMJ,T70Gqsp854dUpFL,software,GkJO2KnMixuDBvBIiKBk,8NdBZbTH2DRZFh8ggeuj jvV8Kv1LW6I1dYzqkZ2pvnv3Fz0kz,Bug,User1,Medium,2023-2-24
PROMJ,T70Gqsp854dUpFL,software,mOEqKJTrEac4xl WBGVp,Om3uzI82 8wPEzZ8PY5wFGbZKRbKyKV2iZJz2swydR2STb5U0D,Story,User92,High,2023-3-3
PROMJ,T70Gqsp854dUpFL,software,nGX5Cn0HJjJbHieGwpHx,9exni4DJyRuBTwIXD91jnGiqGJlck5JadUbznnqKYRAnNQIDxU,Task,User67,Medium,2023-10-17
PROMJ,T70Gqsp854dUpFL,software,TghhBpgDQAa29NjEigEB,QZk7JKJSjgHe sz7TDrwqA0T5XUpdn5b3LusnQiiQmWpE3aoS4,Task,User74,Low,2023-3-17
PROMJ,T70Gqsp854dUpFL,software,p2EcOPrFBmzkoZuuvlK5,OjPXToghkHwDdsg2vW8YywaBLkem4NWNUrckzO5dNYdX4IduQc,Bug,User96,Low,2023-3-19
PROMJ,T70Gqsp854dUpFL,software,ID1KBsyg56YB6MvdC0kJ,2Qe9JxTjI9 rQ0ma6O6 C1pHjJZCpoijM4PkcX4iNkQMFhqyym,Story,User73,Medium,2023-7-20
PROMJ,T70Gqsp854dUpFL,software,dQpETvwgYqOE7J1kMAH0, m7J7Unc6JcPPyQLVFW1i42gSfjIQmeJFxM1LqXJL7noxg4xFK,Epic,User76,High,2023-6-8
PROMJ,T70Gqsp854dUpFL,software,JMMyWYO29VCl 5DqQadA,nVn3ZZG2O9sxLjnCGimGyhsEfbitzBrtqdispZ6uCAVd6bHtjX,Bug,User33,Low,2023-7-20
PROMJ,T70Gqsp854dUpFL,software,PKWbwxFU8upqTHNdsu7l,Xm3I1IKwhRIZyXVaZ5aKrkOfnan0MJBGGWk4klZNehEIJADHox,Bug,User40,Medium,2023-11-20
PROMJ,T70Gqsp854dUpFL,software,SViA 9haKjaBxQzN2uYF,qV gliVjbvzoItRDHxjaGfh4vYenGqpfJGJeUavFPGlxiglOyi,Task,User76,Low,2023-7-14
PROMJ,T70Gqsp854dUpFL,software,pMGALq2PADX3mvUEdVw6,aSxwntpc7tK2xaSTYce7aqJYymHMOZAlCbOu6nBm7yTpcHDpj4,Story,User6,Medium,2023-2-18
PROMJ,T70Gqsp854dUpFL,software,8RhiZQlQgmw0G5VX403m,b8w1ElE19YqQqSmfxcb0Aovk8wMKIu3JALnPGJrIdR5rzXxlyD,Task,User62,Medium,2023-9-5
PROMJ,T70Gqsp854dUpFL,software,GMz8l xpN5qbs3atkKWp,gKYmIM4RKO796G DetmPhQUAezdgHRVWhpdIpabE15D0Gi4Qhd,Story,User66,Low,2023-2-16
PROMJ,T70Gqsp854dUpFL,software,T 2h1uMYSxWLL8TPNJfP,kuimg8Ma9XVqCCBcE6bOI1NxbthMPexpD52Ell9ZX4Ao33Vca9,Story,User72,Low,2023-12-2
PROMJ,T70Gqsp854dUpFL,software,kjdSqEePrfJ1 j6asv0d,az2UH 1sRmtaLeUWMclT1HFY8KCw3K  ytO4CmCI6L4FDZrC6g,Epic,User80,High,2023-8-6
PROMJ,T70Gqsp854dUpFL,software,W2TduAxSzS3THNNa09vV,PDioGBOv dXh7ixEaXtWw0zNcGPfDV ClEaXDlwfCzNLYNn3xP,Task,User41,Low,2023-9-23
PROMJ,T70Gqsp854dUpFL,software,qlEjg2DMaA3ZkoLYVkd9,kVk5vAFizW1ytbdXChMNi2JLFjDXaCEGrw3UncB6NmURPLF1VN,Epic,User67,Low,2023-10-23
PROMJ,T70Gqsp854dUpFL,software,KtNxRjGkRxzyzWTPt5RE,zEnsugtgWJVG6XYrQSM0C6gKyJ3i78gJBTBVsEhsih3gy5VSb ,Story,User16,High,2023-12-18
PROMJ,T70Gqsp854dUpFL,software,yoXsuHoNMF690dWA9HS8,6fGZOvyeACqwXOfHAB3oXI5h9qwKDYQo0mLRzdFU5wHbC9XiZn,Story,User45,Low,2023-12-12
PROMJ,T70Gqsp854dUpFL,software,b VTz1Nvn3Z06ygaz8pk,OwDldnrwMqEt  cW6wRN79HX2Ck5BCkG6naHYZiqfOq6Lvk9ZG,Bug,User87,High,2023-8-14
PROMJ,T70Gqsp854dUpFL,software,TSsLp0Zk 0Vdi5PWv1My, u86R59c562z5TX6WCGRGsgpd3YtiIQsO8pefOgEQ06xBfWXGH,Task,User5,Medium,2023-10-9
BJTWU,dC2cdf9KRxgdiiG,software,qofpLQcAhQcTvigaoz79,2GVzEcTHxg77ZyrP7TYOliy09H8QSUOnIhFNF1eMr6XD6474uL,Epic,User3,High,2023-6-20
BJTWU,dC2cdf9KRxgdiiG,software,3uv0CPQIS1TyI2DCf9OG,PY2U975ieidGyOHALJpszxdMFGJPRGL9kJQlFxF3JTw1 IaqYX,Task,User98,High,2023-12-21
BJTWU,dC2cdf9KRxgdiiG,software,rZJM5M785IF2QSKhn3le,tc4KlezTsnRf5zHxiiGhk7R4rFtEl07jtzjTp3lWhribsWYQww,Bug,User2,High,2023-5-14
BJTWU,dC2cdf9KRxgdiiG,software,fFiGVsqeBcaQJpmJrNIy,FbUIQpM332VOIM6wkkdZ7KcPgelMRXYkyJPGMFgeNb4RI39lH1,Task,User96,High,2023-3-20
BJTWU,dC2cdf9KRxgdiiG,software,MXtwbZnkAHHKhh6QQsLb,RLj0Zbp02HCbEOQnvI0sblhAgh4UPvLKR5mjxMMYlnqtuRr2Tp,Story,User87,High,2023-8-3
BJTWU,dC2cdf9KRxgdiiG,software,MvuIS9t5Y9uXBG y32i6,1cjzOJ932xFBrNrpBUs1qK5mZQLM7tnDtJugXp  J55yxKTw5Z,Bug,User56,Medium,2023-7-10
BJTWU,dC2cdf9KRxgdiiG,software,1eAMbB yojrSCoF3r9pk,Zx7F7Px6pXKkxw70vR99whHIMtqOFVYTXVYIqUK phmX7KZfgo,Bug,User20,Low,2023-10-3
BJTWU,dC2cdf9KRxgdiiG,software,WgSTqSf0c6SW4ijCYP6r,3ERRwi9z5M9qyEcbYZhERSzOv8sU0f79kla2cNbi4RJmRPAhc2,Task,User84,Low,2023-4-21
BJTWU,dC2cdf9KRxgdiiG,software,RnmgKszKHGu mcQxe9GV,4 TJ76wiRoLZJoiEVsGoqwOPAyBr4jPZ8CTJfvEqsAteJixnm3,Task,User58,High,2023-10-6
BJTWU,dC2cdf9KRxgdiiG,software,fF6Cu7qczfPdTiTpTEb ,Bxbsmg4PT2cS2 UxZjLQGFPKD7RU1KdzafFQKovcut2tCOZdsV,Bug,User52,Medium,2023-2-7
BJTWU,dC2cdf9KRxgdiiG,software,Q2lQLrbIXCfROw8LZCRF,i4h7Jy P7kfxqbxiHi5MosbmBE3CKOu6tGgP0icq3BHT4knlcr,Bug,User91,Medium,2023-1-28
BJTWU,dC2cdf9KRxgdiiG,software,PEvACEcFTLeYTlMtMVjj,vg6TC7GnDed2lixReYOrMDQ5mKv6ZAjg FnuwO7YuMsSc92Wpd,Story,User34,Low,2023-8-11
BJTWU,dC2cdf9KRxgdiiG,software,fe6p8BmGm02ICoHySVwD,4IpydnYoGaxWSORs1du8pHXBh4toZBYkQqcmNA3SJffEZVqH0g,Story,User78,Medium,2023-4-3
BJTWU,dC2cdf9KRxgdiiG,software,Y0wXku5rFI5YyfzDFtdU,cqxvcxs6NYg2DL X4TTRT9G3mcdWtwtc EVrdhh1ArrGn7oqAk,Task,User41,Medium,2023-11-25
BJTWU,dC2cdf9KRxgdiiG,software,xaTgX3gevxmulsXU3l0H,IluZRkyFEgGpKnDwUax6bJL n2bi4Tna8nKaXilTazWINV8l2V,Story,User79,Medium,2023-2-20
BJTWU,dC2cdf9KRxgdiiG,software,bhAyNT8e9G8EJvH9dr O,g8bXuX68M4XYomjVocnjVIZYssBqk6OOBud4cIjqFK0cW7TTcI,Epic,User11,High,2023-3-28
BJTWU,dC2cdf9KRxgdiiG,software,QasUTi5Uu1QMcv87RRmj,uEMU5y5XU7rJQCVjtLhw2gtjMeGB8nU3ARs0uKdbceXqXsZ7EL,Task,User43,High,2023-4-1
BJTWU,dC2cdf9KRxgdiiG,software,gUHQL4xy6ykedxAtT03U,pS1SKbQqMhlRchV8Io4q0YOxDg9Z7Flt2LKwvF22yu0y9CQJ1M,Task,User92,Low,2023-6-1
BJTWU,dC2cdf9KRxgdiiG,software,KvTc4zCEyqdxUKb0mgrK,QyCEUqEIAmZOLBep0qHUTNuvV8ymTEIikJf9nFj33kruGWf7UZ,Epic,User97,Medium,2023-8-24
BJTWU,dC2cdf9KRxgdiiG,software,WIxl1EQEZ37vt7Wbk1Pb,saloH81bKKTrPgPYJqUwzykTZlRJgRQ XuvHktTvGA06TAu1eG,Bug,User86,Low,2023-4-4
BJTWU,dC2cdf9KRxgdiiG,software,iyeKyXD UQfkt7QbdP4G,3pShQLRBov88AHxC iaW89Q3vHca3pY8k5E8fQBGnYYNe1u9ee,Bug,User47,High,2023-6-25
BJTWU,dC2cdf9KRxgdiiG,software,fgajsMOEr0 PMIT9Cpwa,cqnGIiM8TBOHu0gHCg3o90OwPHp11Ur9963XYqKih6KbxWS1A8,Story,User3,Low,2023-3-17
BJTWU,dC2cdf9KRxgdiiG,software,Zxd4H cBULIiWKvDl3 Q,GvHgOQ3k5qKEBTcC2a7snYlEL4LlJOTTBqp6wseGtZ6Mat7Vpl,Story,User40,Medium,2023-12-23
BJTWU,dC2cdf9KRxgdiiG,software,xYLpYFhOeZBTYk0C7gnb,gQyXr6xVX4zuhp2gTtDcEPzyyGoNOnqRY680AADAEz2hIzsgsv,Epic,User31,High,2023-10-28
BJTWU,dC2cdf9KRxgdiiG,software,zl4neAEQViVDoMAUWH3P,m1ZUG YjUcAcrYrDFPcfnv9rDvpj6jy6UvQKW6kJkxUNlIJceS,Task,User47,Medium,2023-5-27
BJTWU,dC2cdf9KRxgdiiG,software,YKR1ogmnYL36rTp47gsE,JHOgpmmKQJ l6lQm69Ih6WwyURlxQVApqglDWJyWq9LxAlgxYt,Bug,User6,Low,2023-9-28
BJTWU,dC2cdf9KRxgdiiG,software,FQWDr6zFcRbFpvFmK411,xMgwcBepysbe2OmiSukGVAyJJMUII1gfiQAIZQ3cUKnNkBQkiv,Epic,User34,Medium,2023-4-20
BJTWU,dC2cdf9KRxgdiiG,software,CeBY95ab3a6CqwUBxjKy,iIiRXETuG9nDmMvvnPwMd6HC6qFmMHZNb563nOKq 43BKEvWrP,Task,User88,Medium,2023-7-25
BJTWU,dC2cdf9KRxgdiiG,software,nA cCYAqOj75eG4CPtpS,bntFzPexpADWOPMKCZOfmx1vYr6uKEBEm YnwNRpxTLrXpW78v,Bug,User63,High,2023-9-14
BJTWU,dC2cdf9KRxgdiiG,software,Dyk4h0oPEn8uBg99aX2 ,WRgMzJ0Yb84FjGlQ0JqPwWIs0r0WKqvrtHrjd2S3ltpVb1Gpoj,Epic,User48,Low,2023-10-26
BJTWU,dC2cdf9KRxgdiiG,software,9IVcHBwGQfXmhbrEm3oJ,aC4LiNRZpeNDVD2v9PDkC5XjQLZVW5Kk kI2TRUQTDefJxroyi,Bug,User6,Low,2023-10-6
BJTWU,dC2cdf9KRxgdiiG,software,9Sp3YgFYCr6xQM98Ezj4,StmQ9xyaD2z 4LGeqgYHvayqubcUC8EQNAehCXFxzE6 QbxZgD,Story,User9,High,2023-3-17
BJTWU,dC2cdf9KRxgdiiG,software,OXFUgEJ5HTZKMHJnTx6I,5o5RDwH7sd3BAsaA RhleGf2kzlfN8rCIxMJCUZnAys9M0lGH3,Task,User5,Low,2023-3-22
BJTWU,dC2cdf9KRxgdiiG,software,2XPjRjEkyqkUYJwRCMjN,Kcco HOQ5De9V0M9xkaXG9IgjiB NvJWfWsN81rjrCurZ2vVEx,Bug,User92,Low,2023-8-17
BJTWU,dC2cdf9KRxgdiiG,software,Fn  fsAD3obKCPl5ziqK,0etUruwd3scM5RAirng9k4iDto0VJOD8iTGoXFRHt2wLxqJLDK,Bug,User45,Low,2023-11-13
BJTWU,dC2cdf9KRxgdiiG,software,TWZ7vcXeIivS1TIB ZrE,80EhHjlU3LsvRXT4EzTObQkIXlVq8d9htFtfJjWEsHyx11t0cU,Epic,User56,Low,2023-9-9
BJTWU,dC2cdf9KRxgdiiG,software,GINvxZaZ8pq0st0zQEHa,4gCzxCmwroiUyC4NAjpp7d1j81w9qYjxRaXBTr7jSP3L93lG5v,Epic,User51,Low,2023-11-16
BJTWU,dC2cdf9KRxgdiiG,software,d0g7 B6GcdhGVW4o7LXt,vkkJLe8MqquQ7bSOxDvpXSgW 8kkLHWhHkdxYCWrM59uR2AQUC,Bug,User56,High,2023-6-26
BJTWU,dC2cdf9KRxgdiiG,software,rp1u3FscgGOPoTNcoNj ,vsKKYYDVfBLWcb B2j3IEShUamc0K6ECVrtIuCzuvJehJzY1yV,Story,User100,Low,2023-8-3
BJTWU,dC2cdf9KRxgdiiG,software,JHBUheCD1XaVnnScWpkL,UbW9lX45nptl77Hn2nIS0TXTpNUQ3mYtpRHx8CbKKZ5L6SYRoK,Epic,User42,Medium,2023-1-10
BJTWU,dC2cdf9KRxgdiiG,software,qBRoC19SL8stbQgUuN20,f1Ap0upMkBfmeqE3cJnJvaPV4yuWaezFVNGx7AOKmkDetgucPf,Epic,User16,Medium,2023-6-18
BJTWU,dC2cdf9KRxgdiiG,software,IJwXUSmqbTHHKA5AdkDv,yLM6uEbFc1jZZfJHANPuZpacztvpwar3TmrO9z0txQOV8lPJu7,Story,User15,High,2023-8-23
BJTWU,dC2cdf9KRxgdiiG,software,j4N5sou6jgZmWB3VI8mY,KfMkR13pf3RBR1nTiFQ3GK7vuJz8RtUveLgpUSyRgPxCWf2sgD,Bug,User95,Low,2023-10-24
BJTWU,dC2cdf9KRxgdiiG,software,cQ54DF9c2misM6TmGmjL,HkkKgMv8 JW6JivO8lDyuqs4k23PvrEfknGoLAzY5XnE0C4c9j,Story,User15,High,2023-9-10
BJTWU,dC2cdf9KRxgdiiG,software,z7hFtMSveCv0woP2yh6n,86hQ7gh6ns79zEoFh4AVFzhClEfGCCMfcnXrBGWKOvm9uKCNL8,Epic,User90,Medium,2023-9-22
BJTWU,dC2cdf9KRxgdiiG,software, NuYeLizjJVU3c25ZZ7V,3T8XC9B 5j98dpqZkxANwSan WDaJwhZH6HMeDoBGKCq1sgi3I,Epic,User29,High,2023-11-2
BJTWU,dC2cdf9KRxgdiiG,software,mEa26ThWYM2UhmPB3OYV,Y7aAK3mxwG9e9aE3Nyj nJMvhjvRSYjdfv v62Ev8d0UMKIciq,Epic,User42,High,2023-10-23
BJTWU,dC2cdf9KRxgdiiG,software,z7nTKCSRnef axPhrMHq,tQ8QLjI3FxQ6jQ0pzLPiBBT2CXvrPTxjrlL WIMl8Q9IaTNJOL,Task,User95,Medium,2023-8-12
BJTWU,dC2cdf9KRxgdiiG,software,izm0uSam8EaqAhzoR264,bo1K4y6Gyu1xX6sHZm9iKEjhCXnn3rZzRAGbJcUD6xFlsqLUhC,Story,User78,High,2023-2-12
BJTWU,dC2cdf9KRxgdiiG,software,C91INqcGdRvO3xzLbP54,Y47hNDk8PzdzGjFvVJyMPA0xDAWsXnhhH7qRqeiMB6Fm9Zw6yl,Epic,User39,Medium,2023-3-10
LWPWF,dz7TilpuasPdY0L,software,m5dCB6N2H4ed1DBaBFVu,7o69nIFRT57G5XlXcvvXMBtFoswFqW19r3ULrCKp4SMutz 5Vq,Bug,User13,Low,2023-6-23
LWPWF,dz7TilpuasPdY0L,software,3Vwj3WOvfg2dS0BN7qp4,E3FRhqR4SkBEHrDDxWISHgIOpjDLuMH1MrD7wayPn0sePmK8po,Bug,User20,High,2023-1-2
LWPWF,dz7TilpuasPdY0L,software,R4sLN2AGhQV SJ2DdFCz,lMvTRVhws8fsnN5G85Q tez54KQNWgpPMENQosCPC7yZi2N6E1,Story,User17,Medium,2023-11-25
LWPWF,dz7TilpuasPdY0L,software,YSW8IhbJO5wJQ1 w3IHl,jSXcVhC8q ocPygORuc21ZuyWHaUnpW3lVHeApb l6SvQ37Vew,Epic,User25,Low,2023-6-28
LWPWF,dz7TilpuasPdY0L,software,ylFyGaVKJaEDuvlLxGNJ,4VtMtnXqjNTaacMJv65tB3gw6NFcp1poYEYxhP6oNN6tkrlbZq,Task,User35,Low,2023-4-18
LWPWF,dz7TilpuasPdY0L,software,dK2jtgxMRuNDwYRL 7zN,pEbuQ fi7 wrJAKvuVVWkmN1yzIp6mXBARjit5lyppgQ1 tdg8,Bug,User32,Low,2023-10-15
LWPWF,dz7TilpuasPdY0L,software,6bDLR 9UL6HqfsOIIY47,5POARbxWCwIeP2t9yT3CCdP5Pn4un C8GJLq89iA9DTViCzAVZ,Story,User86,Low,2023-8-1
LWPWF,dz7TilpuasPdY0L,software,qd7s7l14M7ROKaPUrZiR,OEPRl3Xwb5C8KLUcgjoJD8Bs87OJR884qbY9kpj2Q2xj1 cp0r,Story,User1,High,2023-8-22
